,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,44.824499752302884,44.71118211693859,46.1145871874722,49.21312430999619,43.947004529402825,49.010867894723006,48.61585185287565,109.63174182099944,114.06370675266568,130.11826381380297,130.48824511566193,144.1940970507777,163.87066972162884,191.71391070854244,192.073665040147,210.27568687917352,212.15111468965225,218.40374578320237,236.12451088936632,308.2580531637152,507.0618678827606,508.05476823979274,509.046260007635,712.531385504843,1049.0042594172705,1055.0436156754242,1056.0148845504582,1080.936934876097,1082.1734870274554,1096.035684411589,1097.9769172019735,1109.1505516447314,1113.931255099507,1115.0039726588952,1115.9048476140101,1213.8151974115403,1217.9825607747678
1,44.824499752302884,0.0,26.831070687567525,27.414297887296854,23.811857104215317,25.54705895407667,31.910068018388596,27.06015017407901,99.73323433354365,105.43876479787738,120.20321176556351,120.41824814773827,134.90313473586284,155.7787104232677,183.11680789216408,182.8022162846785,201.86086004069188,203.91022548785293,210.4146287179401,228.87838072194728,300.773861760137,500.1199434917171,501.155868721659,502.0289328274941,705.8844151595221,1042.553301427745,1048.618352813662,1049.527350803583,1074.4650154999088,1075.7526049828639,1089.5383944832313,1091.4943919662944,1102.7569792378429,1107.500988429749,1108.5881574341392,1109.4695259214507,1207.4057598532358,1211.6766012987018
2,44.71118211693859,26.831070687567525,0.0,27.166956282936248,32.9858481791963,26.330472398239788,36.871388244498895,32.81780741163385,97.44703699386093,102.79294139618379,118.58724453711405,117.8731032309433,132.55485742316463,153.3336979599976,181.09202753929392,180.72061282825788,199.66182848890526,201.7723743338714,208.088221145771,226.88793698954947,298.37714149916536,497.9405873791224,499.03644171779456,499.9133207072164,703.7632632986797,1040.4412678737187,1046.540868068008,1047.448171218419,1072.373242165561,1073.7139711451803,1087.4805587317194,1089.4263314256934,1100.7761043027022,1105.424830807033,1106.4831662774138,1107.3933064279418,1205.3512672203035,1209.599748604129
3,46.1145871874722,27.414297887296854,27.166956282936248,0.0,27.553818894676866,21.027575826468905,34.633165825876326,31.82449467658295,93.72739787076885,100.4852749984127,113.90330340519391,114.3751023539169,128.16307006718716,149.67344610787214,175.97613686346622,175.77749822918233,195.6219709655197,197.6688082918021,204.098100499249,222.67044546718293,294.4438106563512,493.8082275883378,494.87079974649475,495.82708266955,699.7412813785336,1036.4421688075072,1042.5041040703677,1043.4244017878304,1068.3694867049196,1069.6602012578908,1083.4579054718938,1085.400816235208,1096.7204526810642,1101.3999118521565,1102.486672181992,1103.3750518643294,1201.3223691949613,1205.5848557225017
4,49.21312430999619,23.811857104215317,32.9858481791963,27.553818894676866,0.0,27.149370845874397,31.3409680116975,24.49422239051461,96.62843018036347,101.05559037140712,115.25420794956328,115.42760476517634,129.56711416333667,150.12639880662542,176.85443062033636,176.3751633899871,195.6740356881539,197.75012873253905,204.4021937304992,222.75588905473893,294.550692380748,493.47340724774045,494.54930993773115,495.49385081493546,699.1115329280243,1035.7595465819666,1041.813600784696,1042.7545254800543,1067.6562645593533,1068.9405155641282,1082.757966182808,1084.714925988627,1095.9168666355288,1100.6967909332363,1101.79857620519,1102.6828774186883,1200.551165343262,1204.7964241365553
5,43.947004529402825,25.54705895407667,26.330472398239788,21.027575826468905,27.149370845874397,0.0,26.656339622896002,25.147927002508457,90.24441823824415,96.24931534669203,110.66116661074966,111.4143350811072,125.27647032664578,145.63896383123108,173.82323789854104,173.5660039384819,192.43165259341728,194.4743608983024,200.72167007121195,219.53647393491914,291.14955472788705,490.806345036825,491.8737180524394,492.7670111644755,696.6033442253398,1033.398149681272,1039.4078456086766,1040.350069075673,1065.3155866499603,1066.6111114953042,1080.3976947940314,1082.3395470327425,1093.6687341661013,1098.335336597039,1099.4121052210344,1100.304412965852,1198.2893460899525,1202.5664030713667
6,49.010867894723006,31.910068018388596,36.871388244498895,34.633165825876326,31.3409680116975,26.656339622896002,0.0,28.836014476155682,91.87842044372535,96.62851707741643,110.23496329303649,110.56674783682709,124.950000474596,144.59963830820467,172.8347533103209,172.6428978238923,191.42600404992837,193.46693859840727,199.57796290980022,217.9780945462407,289.48157467693096,488.6617015849314,489.5895691772517,490.55069133054315,694.1799509318776,1030.7734549852441,1036.7609002533065,1037.7455075513856,1062.6855330502685,1063.9275436618066,1077.7299334322806,1079.726789490898,1090.9574581234062,1095.6985874399056,1096.733050785851,1097.6390440636144,1195.58772510304,1199.798654968252
7,48.61585185287565,27.06015017407901,32.81780741163385,31.82449467658295,24.49422239051461,25.147927002508457,28.836014476155682,0.0,88.86940616245822,93.41060304794752,106.96449108201283,107.66909303374246,121.26807882612964,141.84993691034185,169.75439245529503,169.39337304681308,188.19483950321103,190.34079328525954,196.84398027135373,215.69363800834475,287.046448892907,486.34257499883756,487.34938338163477,488.22934471134556,691.931053615264,1028.599154594166,1034.6625410794943,1035.5894676074963,1060.5341769325119,1061.8346035040486,1075.634975647743,1077.5827276747495,1088.8800453720435,1093.573992728823,1094.6392290799993,1095.5470608865592,1193.4137283407083,1197.7012162909316
8,109.63174182099944,99.73323433354365,97.44703699386093,93.72739787076885,96.62843018036347,90.24441823824415,91.87842044372535,88.86940616245822,0.0,43.28782388664562,44.96456302547935,43.44953318145445,56.80267723886281,67.9818473000065,96.70730796195758,95.50371678965175,111.88936515432766,113.85489921942884,119.68588520564163,137.96743912250824,208.5697811822215,407.4724321140171,408.5107781944721,409.4466406236911,613.0957023095219,949.608450352222,955.6354920363793,956.5720464702804,981.5616284443324,982.7797835788282,996.5998574250275,998.5362917615239,1009.878542777846,1014.5432255582471,1015.6288045615286,1016.4805752103862,1114.478743192235,1118.7775416388176
9,114.06370675266568,105.43876479787738,102.79294139618379,100.4852749984127,101.05559037140712,96.24931534669203,96.62851707741643,93.41060304794752,43.28782388664562,0.0,51.07907790073626,53.4592924135159,62.21594774125265,72.08498710062011,99.13759846057226,97.42508507935318,113.39718788509673,115.47815046866513,120.09591203721412,138.72175257758553,208.3002952219681,406.50917587360107,407.37990917549155,408.3120586348548,611.7382293351241,948.0513425083451,953.8841508821835,954.9711661176153,979.8967613545292,981.1660844768379,994.9459488858753,996.9221800185364,1008.3888968658933,1012.8756953379973,1013.9542845780445,1014.7960148268357,1112.8195907949419,1117.121877327596
